Season,Judge,Week Number,Week Name,Baker,Gender,Age,Signature Handshake,Technical Rank,Showstopper Handshake,Favorite,Least Favorite,Star Baker,Eliminated,Competed,Winner,,"Maintained by: Nick Ahamed, @nickahamed"
Series 7,Mary,4,Batter,Selasi,M,30,1,8,0,0,0,0,0,1,0,,
Series 7,Mary,4,Batter,Tom,M,26,0,5,0,0,1,0,0,1,0,,
Series 7,Mary,4,Batter,Val,F,66,0,6,0,0,0,0,0,1,0,,
Series 7,Mary,5,Pastry,Andrew,M,25,0,6,0,0,0,0,0,1,0,,
Series 7,Mary,5,Pastry,Benjamina,F,23,0,5,0,0,0,0,0,1,0,,
Series 7,Mary,5,Pastry,Candice,F,31,0,2,0,1,0,1,0,1,1,,
Series 7,Mary,5,Pastry,Jane,F,61,0,1,0,1,0,0,0,1,0,,
Series 7,Mary,5,Pastry,Kate,F,37,0,,0,0,0,0,0,0,0,,
Series 7,Mary,5,Pastry,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,5,Pastry,Louise,F,46,0,,0,0,0,0,0,0,0,,
Series 7,Mary,5,Pastry,Michael,M,20,0,,0,0,0,0,0,0,0,,
Series 7,Mary,5,Pastry,Rav,M,28,0,8,0,0,0,0,0,1,0,,
Series 7,Mary,5,Pastry,Selasi,M,30,0,3,0,0,0,0,0,1,0,,
Series 7,Mary,5,Pastry,Tom,M,26,0,4,0,0,1,0,0,1,0,,
Series 7,Mary,5,Pastry,Val,F,66,0,7,0,0,1,0,1,1,0,,
Series 7,Mary,6,Botanical,Andrew,M,25,0,6,0,0,1,0,0,1,0,,
Series 7,Mary,6,Botanical,Benjamina,F,23,0,2,0,0,0,0,0,1,0,,
Series 7,Mary,6,Botanical,Candice,F,31,0,5,0,1,0,0,0,1,1,,
Series 7,Mary,6,Botanical,Jane,F,61,0,4,0,0,0,0,0,1,0,,
Series 7,Mary,6,Botanical,Kate,F,37,0,,0,0,0,0,0,0,0,,
Series 7,Mary,6,Botanical,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,6,Botanical,Louise,F,46,0,,0,0,0,0,0,0,0,,
Series 7,Mary,6,Botanical,Michael,M,20,0,,0,0,0,0,0,0,0,,
Series 7,Mary,6,Botanical,Rav,M,28,0,3,0,0,1,0,1,1,0,,
Series 7,Mary,6,Botanical,Selasi,M,30,0,7,0,1,0,0,0,1,0,,
Series 7,Mary,6,Botanical,Tom,M,26,0,1,0,1,0,1,0,1,0,,
Series 7,Mary,6,Botanical,Val,F,66,0,,0,0,0,0,0,0,0,,
Series 7,Mary,7,Dessert,Andrew,M,25,0,1,0,1,0,1,0,1,0,,
Series 7,Mary,7,Dessert,Benjamina,F,23,0,3,0,1,0,0,0,1,0,,
Series 7,Mary,7,Dessert,Candice,F,31,0,2,0,0,0,0,0,1,1,,
Series 7,Mary,7,Dessert,Jane,F,61,0,4,0,0,0,0,0,1,0,,
Series 7,Mary,7,Dessert,Kate,F,37,0,,0,0,0,0,0,0,0,,
Series 7,Mary,7,Dessert,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,7,Dessert,Louise,F,46,0,,0,0,0,0,0,0,0,,
Series 7,Mary,7,Dessert,Michael,M,20,0,,0,0,0,0,0,0,0,,
Series 7,Mary,7,Dessert,Rav,M,28,0,,0,0,0,0,0,0,0,,
Series 7,Mary,7,Dessert,Selasi,M,30,0,6,0,0,1,0,0,1,0,,
Series 7,Mary,7,Dessert,Tom,M,26,0,5,0,0,1,0,1,1,0,,
Series 7,Mary,7,Dessert,Val,F,66,0,,0,0,0,0,0,0,0,,
Series 7,Mary,8,Tudor,Andrew,M,25,0,2,0,0,0,0,0,1,0,,
Series 7,Mary,8,Tudor,Benjamina,F,23,0,4,0,0,1,0,1,1,0,,
Series 7,Mary,8,Tudor,Candice,F,31,0,1,0,1,0,1,0,1,1,,
Series 7,Mary,8,Tudor,Jane,F,61,0,5,0,1,0,0,0,1,0,,
Series 7,Mary,8,Tudor,Kate,F,37,0,,0,0,0,0,0,0,0,,
Series 7,Mary,8,Tudor,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,8,Tudor,Louise,F,46,0,,0,0,0,0,0,0,0,,
Series 7,Mary,8,Tudor,Michael,M,20,0,,0,0,0,0,0,0,0,,
Series 7,Mary,8,Tudor,Rav,M,28,0,,0,0,0,0,0,0,0,,
Series 7,Mary,8,Tudor,Selasi,M,30,0,3,0,0,1,0,0,1,0,,
Series 7,Mary,8,Tudor,Tom,M,26,0,,0,0,0,0,0,0,0,,
Series 7,Mary,8,Tudor,Val,F,66,0,,0,0,0,0,0,0,0,,
Series 7,Mary,9,Pâtisserie,Andrew,M,25,0,2,0,1,0,1,0,1,0,,
Series 7,Mary,9,Pâtisserie,Benjamina,F,23,0,,0,0,0,0,0,0,0,,
Series 7,Mary,9,Pâtisserie,Candice,F,31,0,3,0,1,0,0,0,1,1,,
Series 7,Mary,9,Pâtisserie,Jane,F,61,0,1,0,0,1,0,0,1,0,,
Series 7,Mary,9,Pâtisserie,Kate,F,37,0,,0,0,0,0,0,0,0,,
Series 7,Mary,9,Pâtisserie,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,9,Pâtisserie,Louise,F,46,0,,0,0,0,0,0,0,0,,
Series 7,Mary,9,Pâtisserie,Michael,M,20,0,,0,0,0,0,0,0,0,,
Series 7,Mary,9,Pâtisserie,Rav,M,28,0,,0,0,0,0,0,0,0,,
Series 7,Mary,9,Pâtisserie,Selasi,M,30,0,4,0,0,1,0,1,1,0,,
Series 7,Mary,9,Pâtisserie,Tom,M,26,0,,0,0,0,0,0,0,0,,
Series 7,Mary,9,Pâtisserie,Val,F,66,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Andrew,M,25,0,1,0,0,0,0,1,1,0,,
Series 7,Mary,10,Final,Benjamina,F,23,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Candice,F,31,1,2,0,0,0,1,0,1,1,,
Series 7,Mary,10,Final,Jane,F,61,1,3,0,0,0,0,1,1,0,,
Series 7,Mary,10,Final,Kate,F,37,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Louise,F,46,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Michael,M,20,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Rav,M,28,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Selasi,M,30,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Tom,M,26,0,,0,0,0,0,0,0,0,,
Series 7,Mary,10,Final,Val,F,66,0,,0,0,0,0,0,0,0,,
Series 8,Prue,1,Cake,Chris,M,50,0,12,0,0,1,0,0,1,0,,
Series 8,Prue,1,Cake,Flo,F,71,0,9,0,1,0,0,0,1,0,,
Series 8,Prue,1,Cake,James,M,46,0,2,0,0,0,0,0,1,0,,
Series 8,Prue,1,Cake,Julia,F,21,0,3,0,0,0,0,0,1,0,,
Series 8,Prue,1,Cake,Kate,F,29,0,1,0,0,0,0,0,1,0,,
Series 8,Prue,1,Cake,Liam,M,19,0,8,0,0,0,0,0,1,0,,
Series 8,Prue,1,Cake,Peter,M,52,0,10,0,0,1,0,1,1,0,,
Series 8,Prue,1,Cake,Sophie,F,33,1,5,0,1,0,0,0,1,1,,
Series 8,Prue,1,Cake,Stacey,F,42,0,11,0,0,1,0,0,1,0,,
Series 8,Prue,1,Cake,Steven,M,34,1,6,0,1,0,1,0,1,0,,
Series 8,Prue,1,Cake,Tom,M,29,0,7,0,0,0,0,0,1,0,,
Series 8,Prue,1,Cake,Yan,F,46,0,4,0,0,0,0,0,1,0,,
Series 8,Prue,2,Biscuits,Chris,M,50,0,11,0,0,1,0,1,1,0,,
Series 8,Prue,2,Biscuits,Flo,F,71,0,10,0,0,1,0,0,1,0,,
Series 8,Prue,2,Biscuits,James,M,46,0,3,0,0,0,0,0,1,0,,
Series 8,Prue,2,Biscuits,Julia,F,21,0,4,0,0,0,0,0,1,0,,
Series 8,Prue,2,Biscuits,Kate,F,29,0,8,0,0,1,0,0,1,0,,
Series 8,Prue,2,Biscuits,Liam,M,19,0,7,0,0,0,0,0,1,0,,
Series 8,Prue,2,Biscuits,Peter,M,52,0,,0,0,0,0,0,0,0,,
Series 8,Prue,2,Biscuits,Sophie,F,33,0,2,0,1,0,0,0,1,1,,
Series 8,Prue,2,Biscuits,Stacey,F,42,0,9,0,0,1,0,0,1,0,,
Series 8,Prue,2,Biscuits,Steven,M,34,0,6,0,1,0,1,0,1,0,,
Series 8,Prue,2,Biscuits,Tom,M,29,0,5,0,1,0,0,0,1,0,,
Series 8,Prue,2,Biscuits,Yan,F,46,0,1,0,0,0,0,0,1,0,,
Series 8,Prue,3,Bread,Chris,M,50,0,,0,0,0,0,0,0,0,,
Series 8,Prue,3,Bread,Flo,F,71,0,7,0,0,1,0,1,1,0,,
Series 8,Prue,3,Bread,James,M,46,0,9,0,0,0,0,0,1,0,,
Series 8,Prue,3,Bread,Julia,F,21,0,2,0,1,0,1,0,1,0,,
Series 8,Prue,3,Bread,Kate,F,29,0,10,0,0,0,0,0,1,0,,
Series 8,Prue,3,Bread,Liam,M,19,0,5,0,0,1,0,0,1,0,,
Series 8,Prue,3,Bread,Peter,M,52,0,,0,0,0,0,0,0,0,,
Series 8,Prue,3,Bread,Sophie,F,33,0,6,0,0,0,0,0,1,1,,
Series 8,Prue,3,Bread,Stacey,F,42,0,1,0,0,0,0,0,1,0,,
Series 8,Prue,3,Bread,Steven,M,34,0,3,0,1,0,0,0,1,0,,
Series 8,Prue,3,Bread,Tom,M,29,0,4,0,0,0,0,0,1,0,,
Series 8,Prue,3,Bread,Yan,F,46,0,8,0,0,0,0,0,1,0,,
Series 8,Prue,4,Caramel,Chris,M,50,0,,0,0,0,0,0,0,0,,
Series 8,Prue,4,Caramel,Flo,F,71,0,,0,0,0,0,0,0,0,,
Series 8,Prue,4,Caramel,James,M,46,0,2,0,0,1,0,0,1,0,,
Series 8,Prue,4,Caramel,Julia,F,21,0,9,0,0,0,0,0,1,0,,
Series 8,Prue,4,Caramel,Kate,F,29,0,6,0,1,0,1,0,1,0,,
Series 8,Prue,4,Caramel,Liam,M,19,1,3,0,1,0,0,0,1,0,,
Series 8,Prue,4,Caramel,Peter,M,52,0,,0,0,0,0,0,1,0,,
Series 8,Prue,4,Caramel,Sophie,F,33,0,4,0,0,0,0,0,0,1,,
Series 8,Prue,4,Caramel,Stacey,F,42,0,1,0,0,0,0,0,1,0,,
Series 8,Prue,4,Caramel,Steven,M,34,0,7,0,0,0,0,0,1,0,,
Series 8,Prue,4,Caramel,Tom,M,29,0,5,0,0,1,0,1,1,0,,
Series 8,Prue,4,Caramel,Yan,F,46,0,8,0,0,0,0,0,0,0,,
Series 8,Prue,5,Pudding,Chris,M,50,0,,0,0,0,0,0,0,0,,
Series 8,Prue,5,Pudding,Flo,F,71,0,,0,0,0,0,0,0,0,,
Series 8,Prue,5,Pudding,James,M,46,0,7,0,0,1,0,1,1,0,,
Series 8,Prue,5,Pudding,Julia,F,21,0,3,0,0,1,0,0,1,0,,
Series 8,Prue,5,Pudding,Kate,F,29,0,8,0,0,0,0,0,1,0,,
Series 8,Prue,5,Pudding,Liam,M,19,1,2,0,0,1,0,0,1,0,,
Series 8,Prue,5,Pudding,Peter,M,52,0,,0,0,0,0,0,0,0,,
Series 8,Prue,5,Pudding,Sophie,F,33,0,1,0,1,0,1,0,1,1,,
Series 8,Prue,5,Pudding,Stacey,F,42,0,4,0,1,0,0,0,1,0,,
Series 8,Prue,5,Pudding,Steven,M,34,1,5,0,0,0,0,0,1,0,,
Series 8,Prue,5,Pudding,Tom,M,29,0,,0,0,0,0,0,0,0,,
Series 8,Prue,5,Pudding,Yan,F,46,1,6,0,0,0,0,0,1,0,,
Series 8,Prue,6,Pastry,Chris,M,50,0,,0,0,0,0,0,0,0,,
Series 8,Prue,6,Pastry,Flo,F,71,0,,0,0,0,0,0,0,0,,
Series 8,Prue,6,Pastry,James,M,46,0,,0,0,0,0,0,0,0,,
Series 8,Prue,6,Pastry,Julia,F,21,0,7,0,0,1,0,1,1,0,,
Series 8,Prue,6,Pastry,Kate,F,29,0,5,0,0,0,0,0,1,0,,
Series 8,Prue,6,Pastry,Liam,M,19,0,4,0,1,0,1,0,1,0,,
Series 8,Prue,6,Pastry,Peter,M,52,0,,0,0,0,0,0,0,0,,
Series 8,Prue,6,Pastry,Sophie,F,33,0,2,0,1,0,0,0,1,1,,
Series 8,Prue,6,Pastry,Stacey,F,42,0,6,0,0,1,0,0,1,0,,
Series 8,Prue,6,Pastry,Steven,M,34,0,3,0,0,0,0,0,1,0,,
Series 8,Prue,6,Pastry,Tom,M,29,0,,0,0,0,0,0,0,0,,
Series 8,Prue,6,Pastry,Yan,F,46,0,1,0,1,0,0,0,1,0,,
Series 8,Prue,7,Italian,Chris,M,50,0,,0,0,0,0,0,0,0,,
Series 8,Prue,7,Italian,Flo,F,71,0,,0,0,0,0,0,0,0,,
Series 8,Prue,7,Italian,James,M,46,0,,0,0,0,0,0,0,0,,
Series 8,Prue,7,Italian,Julia,F,21,0,,0,0,0,0,0,0,0,,
Series 8,Prue,7,Italian,Kate,F,29,0,6,0,0,1,0,0,1,0,,
Series 8,Prue,7,Italian,Liam,M,19,0,2,0,1,0,0,0,1,0,,
Series 8,Prue,7,Italian,Peter,M,52,0,,0,0,0,0,0,0,0,,
Series 8,Prue,7,Italian,Sophie,F,33,0,3,0,1,0,0,0,1,1,,
Series 8,Prue,7,Italian,Stacey,F,42,0,4,0,0,1,0,0,1,0,,
Series 8,Prue,7,Italian,Steven,M,34,0,1,0,1,0,1,0,1,0,,
Series 8,Prue,7,Italian,Tom,M,29,0,,0,0,0,0,0,0,0,,
Series 8,Prue,7,Italian,Yan,F,46,0,5,0,0,1,0,1,1,0,,
Series 8,Prue,8,Forgotten,Chris,M,50,0,,0,0,0,0,0,0,0,,
Series 8,Prue,8,Forgotten,Flo,F,71,0,,0,0,0,0,0,0,0,,
Series 8,Prue,8,Forgotten,James,M,46,0,,0,0,0,0,0,0,0,,
Series 8,Prue,8,Forgotten,Julia,F,21,0,,0,0,0,0,0,0,0,,
Series 8,Prue,8,Forgotten,Kate,F,29,0,2,0,0,1,0,0,1,0,,
Series 8,Prue,8,Forgotten,Liam,M,19,0,5,0,0,1,0,1,1,0,,
Series 8,Prue,8,Forgotten,Peter,M,52,0,,0,0,0,0,0,0,0,,
Series 8,Prue,8,Forgotten,Sophie,F,33,0,4,0,0,0,0,0,1,1,,
Series 8,Prue,8,Forgotten,Stacey,F,42,1,3,0,1,0,1,0,1,0,,
Series 8,Prue,8,Forgotten,Steven,M,34,0,1,0,1,0,0,0,1,0,,
Series 8,Prue,8,Forgotten,Tom,M,29,0,,0,0,0,0,0,0,0,,
Series 8,Prue,8,Forgotten,Yan,F,46,0,,0,0,0,0,0,0,0,,
Series 8,Prue,9,Pâtisserie,Chris,M,50,0,,0,0,0,0,0,0,0,,
Series 8,Prue,9,Pâtisserie,Flo,F,71,0,,0,0,0,0,0,0,0,,
Series 8,Prue,9,Pâtisserie,James,M,46,0,,0,0,0,0,0,0,0,,
Series 8,Prue,9,Pâtisserie,Julia,F,21,0,,0,0,0,0,0,0,0,,
Series 8,Prue,9,Pâtisserie,Kate,F,29,0,4,0,1,0,0,0,1,0,,
Series 8,Prue,9,Pâtisserie,Liam,M,19,0,,0,0,0,0,0,0,0,,
Series 8,Prue,9,Pâtisserie,Peter,M,52,0,,0,0,0,0,0,0,0,,
Series 8,Prue,9,Pâtisserie,Sophie,F,33,0,1,0,1,0,1,0,1,1,,
Series 8,Prue,9,Pâtisserie,Stacey,F,42,0,2,0,0,1,0,1,1,0,,
Series 8,Prue,9,Pâtisserie,Steven,M,34,0,3,0,0,1,0,0,1,0,,
Series 8,Prue,9,Pâtisserie,Tom,M,29,0,,0,0,0,0,0,0,0,,
Series 8,Prue,9,Pâtisserie,Yan,F,46,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,Chris,M,50,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,Flo,F,71,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,James,M,46,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,Julia,F,21,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,Kate,F,29,0,3,0,0,0,0,1,1,0,,
Series 8,Prue,10,Final,Liam,M,19,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,Peter,M,52,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,Sophie,F,33,0,2,0,0,0,1,0,1,1,,
Series 8,Prue,10,Final,Stacey,F,42,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,Steven,M,34,0,1,0,0,0,0,1,1,0,,
Series 8,Prue,10,Final,Tom,M,29,0,,0,0,0,0,0,0,0,,
Series 8,Prue,10,Final,Yan,F,46,0,,0,0,0,0,0,0,0,,
Series 9,Prue,1,Biscuits,Antony,M,30,0,12,0,0,0,0,0,1,0,,
Series 9,Prue,1,Biscuits,Briony,F,33,0,2,0,1,0,0,0,1,0,,
Series 9,Prue,1,Biscuits,Dan,M,36,0,4,0,0,0,0,0,1,0,,
Series 9,Prue,1,Biscuits,Imelda,F,33,0,11,0,0,1,0,1,1,0,,
Series 9,Prue,1,Biscuits,Jon,M,47,0,5,0,0,0,0,0,1,0,,
Series 9,Prue,1,Biscuits,Karen,F,60,0,6,0,0,0,0,0,1,0,,
Series 9,Prue,1,Biscuits,Kim-Joy,F,27,0,10,0,0,0,0,0,1,0,,
Series 9,Prue,1,Biscuits,Luke,M,30,0,8,0,0,0,0,0,1,0,,
Series 9,Prue,1,Biscuits,Manon,F,26,0,3,0,1,0,1,0,1,0,,
Series 9,Prue,1,Biscuits,Rahul,M,30,0,7,0,0,0,0,0,1,1,,
Series 9,Prue,1,Biscuits,Ruby,F,29,0,1,0,0,1,0,0,1,0,,
Series 9,Prue,1,Biscuits,Terry,M,46,0,9,0,0,1,0,0,1,0,,
Series 9,Prue,2,Cake,Antony,M,30,0,9,0,0,0,0,0,1,0,,
Series 9,Prue,2,Cake,Briony,F,33,0,5,0,0,1,0,0,1,0,,
Series 9,Prue,2,Cake,Dan,M,36,1,3,0,1,0,0,0,1,0,,
Series 9,Prue,2,Cake,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,2,Cake,Jon,M,47,0,1,0,1,0,0,0,1,0,,
Series 9,Prue,2,Cake,Karen,F,60,0,11,0,0,0,0,0,1,0,,
Series 9,Prue,2,Cake,Kim-Joy,F,27,0,4,0,0,0,0,0,1,0,,
Series 9,Prue,2,Cake,Luke,M,30,0,7,0,0,1,0,1,1,0,,
Series 9,Prue,2,Cake,Manon,F,26,0,6,0,0,0,0,0,1,0,,
Series 9,Prue,2,Cake,Rahul,M,30,0,2,1,1,0,1,0,1,1,,
Series 9,Prue,2,Cake,Ruby,F,29,0,10,1,0,0,0,0,1,0,,
Series 9,Prue,2,Cake,Terry,M,46,0,8,0,0,1,0,0,1,0,,
Series 9,Prue,3,Bread,Antony,M,30,0,8,0,0,1,0,1,1,0,,
Series 9,Prue,3,Bread,Briony,F,33,0,9,0,0,1,0,0,1,0,,
Series 9,Prue,3,Bread,Dan,M,36,1,6,0,1,0,0,0,1,0,,
Series 9,Prue,3,Bread,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,3,Bread,Jon,M,47,0,2,0,0,0,0,0,1,0,,
Series 9,Prue,3,Bread,Karen,F,60,0,5,0,0,0,0,0,1,0,,
Series 9,Prue,3,Bread,Kim-Joy,F,27,0,10,0,0,0,0,0,1,0,,
Series 9,Prue,3,Bread,Luke,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,3,Bread,Manon,F,26,0,3,0,0,0,0,0,1,0,,
Series 9,Prue,3,Bread,Rahul,M,30,0,4,0,1,0,1,0,1,1,,
Series 9,Prue,3,Bread,Ruby,F,29,0,7,0,0,0,0,0,1,0,,
Series 9,Prue,3,Bread,Terry,M,46,0,1,0,0,0,0,0,1,0,,
Series 9,Prue,4,Dessert,Antony,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,4,Dessert,Briony,F,33,0,5,0,0,1,0,0,1,0,,
Series 9,Prue,4,Dessert,Dan,M,36,1,1,0,1,0,1,0,1,0,,
Series 9,Prue,4,Dessert,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,4,Dessert,Jon,M,47,1,3,0,1,0,0,0,1,0,,
Series 9,Prue,4,Dessert,Karen,F,60,0,7,0,0,1,0,0,1,0,,
Series 9,Prue,4,Dessert,Kim-Joy,F,27,0,6,0,0,0,0,0,1,0,,
Series 9,Prue,4,Dessert,Luke,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,4,Dessert,Manon,F,26,0,8,0,0,0,0,0,1,0,,
Series 9,Prue,4,Dessert,Rahul,M,30,0,4,0,1,0,0,0,1,1,,
Series 9,Prue,4,Dessert,Ruby,F,29,0,2,0,0,0,0,0,1,0,,
Series 9,Prue,4,Dessert,Terry,M,46,0,,0,0,0,0,0,0,0,,
Series 9,Prue,5,Spice,Antony,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,5,Spice,Briony,F,33,0,6,0,0,1,0,0,1,0,,
Series 9,Prue,5,Spice,Dan,M,36,0,2,0,0,0,0,0,1,0,,
Series 9,Prue,5,Spice,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,5,Spice,Jon,M,47,0,7,0,0,1,0,0,1,0,,
Series 9,Prue,5,Spice,Karen,F,60,0,9,0,0,1,0,1,1,0,,
Series 9,Prue,5,Spice,Kim-Joy,F,27,1,4,0,1,0,1,0,1,0,,
Series 9,Prue,5,Spice,Luke,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,5,Spice,Manon,F,26,1,5,0,0,0,0,0,1,0,,
Series 9,Prue,5,Spice,Rahul,M,30,1,3,0,1,0,0,0,1,1,,
Series 9,Prue,5,Spice,Ruby,F,29,0,1,0,0,0,0,0,1,0,,
Series 9,Prue,5,Spice,Terry,M,46,0,8,0,0,1,0,1,1,0,,
Series 9,Prue,6,Pastry,Antony,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,6,Pastry,Briony,F,33,0,1,0,1,0,1,0,1,0,,
Series 9,Prue,6,Pastry,Dan,M,36,0,6,0,0,1,0,1,1,0,,
Series 9,Prue,6,Pastry,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,6,Pastry,Jon,M,47,0,2,0,0,0,0,0,1,0,,
Series 9,Prue,6,Pastry,Karen,F,60,0,,0,0,0,0,0,0,0,,
Series 9,Prue,6,Pastry,Kim-Joy,F,27,0,5,0,0,0,0,0,1,0,,
Series 9,Prue,6,Pastry,Luke,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,6,Pastry,Manon,F,26,0,4,0,0,1,0,0,1,0,,
Series 9,Prue,6,Pastry,Rahul,M,30,1,3,0,1,0,0,0,1,1,,
Series 9,Prue,6,Pastry,Ruby,F,29,1,7,0,1,0,0,0,1,0,,
Series 9,Prue,6,Pastry,Terry,M,46,0,,0,0,0,0,0,0,0,,
Series 9,Prue,7,Vegan,Antony,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,7,Vegan,Briony,F,33,0,5,0,0,0,0,0,1,0,,
Series 9,Prue,7,Vegan,Dan,M,36,0,,0,0,0,0,0,0,0,,
Series 9,Prue,7,Vegan,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,7,Vegan,Jon,M,47,0,4,0,0,1,0,1,1,0,,
Series 9,Prue,7,Vegan,Karen,F,60,0,,0,0,0,0,0,0,0,,
Series 9,Prue,7,Vegan,Kim-Joy,F,27,1,6,0,1,0,1,0,1,0,,
Series 9,Prue,7,Vegan,Luke,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,7,Vegan,Manon,F,26,0,2,0,0,0,0,0,1,0,,
Series 9,Prue,7,Vegan,Rahul,M,30,0,1,0,1,0,0,0,1,1,,
Series 9,Prue,7,Vegan,Ruby,F,29,0,3,0,0,1,0,0,1,0,,
Series 9,Prue,7,Vegan,Terry,M,46,0,,0,0,0,0,0,0,0,,
Series 9,Prue,8,Danish,Antony,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,8,Danish,Briony,F,33,0,1,0,1,0,0,0,1,0,,
Series 9,Prue,8,Danish,Dan,M,36,0,,0,0,0,0,0,0,0,,
Series 9,Prue,8,Danish,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,8,Danish,Jon,M,47,0,,0,0,0,0,0,0,0,,
Series 9,Prue,8,Danish,Karen,F,60,0,,0,0,0,0,0,0,0,,
Series 9,Prue,8,Danish,Kim-Joy,F,27,0,2,0,0,1,0,0,1,0,,
Series 9,Prue,8,Danish,Luke,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,8,Danish,Manon,F,26,0,4,0,0,1,0,1,1,0,,
Series 9,Prue,8,Danish,Rahul,M,30,0,5,0,0,1,0,0,1,1,,
Series 9,Prue,8,Danish,Ruby,F,29,0,3,0,1,0,1,0,1,0,,
Series 9,Prue,8,Danish,Terry,M,46,0,,0,0,0,0,0,0,0,,
Series 9,Prue,9,Pâtisserie,Antony,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,9,Pâtisserie,Briony,F,33,0,3,0,0,1,0,1,1,0,,
Series 9,Prue,9,Pâtisserie,Dan,M,36,0,,0,0,0,0,0,0,0,,
Series 9,Prue,9,Pâtisserie,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,9,Pâtisserie,Jon,M,47,0,,0,0,0,0,0,0,0,,
Series 9,Prue,9,Pâtisserie,Karen,F,60,0,,0,0,0,0,0,0,0,,
Series 9,Prue,9,Pâtisserie,Kim-Joy,F,27,0,2,0,1,0,0,0,1,0,,
Series 9,Prue,9,Pâtisserie,Luke,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,9,Pâtisserie,Manon,F,26,0,,0,0,0,0,0,0,0,,
Series 9,Prue,9,Pâtisserie,Rahul,M,30,0,4,0,0,1,0,0,1,1,,
Series 9,Prue,9,Pâtisserie,Ruby,F,29,0,1,0,1,0,1,0,1,0,,
Series 9,Prue,9,Pâtisserie,Terry,M,46,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Antony,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Briony,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Dan,M,36,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Imelda,F,33,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Jon,M,47,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Karen,F,60,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Kim-Joy,F,27,0,1,0,0,0,0,1,1,0,,
Series 9,Prue,10,Final,Luke,M,30,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Manon,F,26,0,,0,0,0,0,0,0,0,,
Series 9,Prue,10,Final,Rahul,M,30,0,2,0,0,0,1,0,1,1,,
Series 9,Prue,10,Final,Ruby,F,29,0,3,0,0,0,0,1,1,0,,
Series 9,Prue,10,Final,Terry,M,46,0,,0,0,0,0,0,1,0,,
Series 10,Prue,1,Cake,Alice,F,29,0,5,0,0,0,0,0,1,0,,
